Anexo III,,,,,,,,,,,,,,,,
Tabela I,,,,,,,,,,,,,,,2285,
Tabela Nacional Grupos de Diagnóstico Homogéneo,,,,,,,,,,,,,,,,
All Patient Refined DRG,,,,,,,,,,,,,,,,
Preço base nacional,,2285,,,,,,,,,,,,,,
A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,
759,Perturbações da alimentação,1,M,2.0924,4781.134,-,-,683.019142857143,-,6,68,99,39.18,-,-,
759,Perturbações da alimentação,2,M,2.2757,5199.9745,-,-,742.8535,-,6,68,99,27.97,-,-,
759,Perturbações da alimentação,3,M,2.386,5452.01,-,-,778.858571428572,-,6,68,99,28.92,-,-,
759,Perturbações da alimentação,4,M,3.8418,8778.513,-,-,2926.171,-,2,66,98,39.18,-,-,
760,Outras perturbações da saúde mental,1,M,0.9624,2199.084,-,-,733.028,-,2,44,65,14.6,-,-,
760,Outras perturbações da saúde mental,2,M,1.1626,2656.541,-,-,664.13525,-,3,48,71,18.94,-,-,
760,Outras perturbações da saúde mental,3,M,1.8545,4237.5325,-,-,1059.383125,-,3,58,86,28.68,-,-,
760,Outras perturbações da saúde mental,4,M,2.31,5278.35,-,-,754.05,-,6,58,84,23.67,-,-,
,,,,,,,,,,,,,,,,
GCD 20,Uso de Álcool/Droga e Perturbações Mentais Orgânicas Induzidas por Álcool ou Droga,,,,,,,,,,,,,,,
770,"Abuso ou dependência do álcool e/ou drogas, alta contra parecer médico",1,M,0.2187,499.7295,-,-,249.86475,-,1,19,28,4.59,-,-,
770,"Abuso ou dependência do álcool e/ou drogas, alta contra parecer médico",2,M,0.2642,603.697,-,-,301.8485,-,1,19,28,4.3,-,-,
770,"Abuso ou dependência do álcool e/ou drogas, alta contra parecer médico",3,M,0.9952,2274.032,-,-,1137.016,-,1,33,49,7.75,-,-,
770,"Abuso ou dependência do álcool e/ou drogas, alta contra parecer médico",4,M,2.1336,4875.276,-,-,1625.092,-,2,33,49,11,-,-,
772,Dependência do álcool e/ou drogas com terapêutica de reabilitação ou desintoxicação/ reabilitação,1,M,0.5883,1344.2655,-,-,268.8531,-,4,31,45,14.41,-,-,
772,Dependência do álcool e/ou drogas com terapêutica de reabilitação ou desintoxicação/ reabilitação,2,M,0.7053,1611.6105,-,-,322.3221,-,4,50,73,21.42,-,-,
772,Dependência do álcool e/ou drogas com terapêutica de reabilitação ou desintoxicação/ reabilitação,3,M,0.9841,2248.6685,-,-,449.7337,-,4,62,91,32.5,-,-,
772,Dependência do álcool e/ou drogas com terapêutica de reabilitação ou desintoxicação/ reabilitação,4,M,4.0955,9358.2175,-,-,2339.554375,-,3,53,78,32.5,-,-,
773,Abuso ou dependência de opiáceos,1,M,0.4899,1119.4215,-,-,279.855375,-,3,39,57,13.67,-,-,
773,Abuso ou dependência de opiáceos,2,M,0.5856,1338.096,-,-,334.524,-,3,40,59,13.88,-,-,
773,Abuso ou dependência de opiáceos,3,M,1.1035,2521.4975,-,-,504.2995,-,4,45,66,16.33,-,-,
773,Abuso ou dependência de opiáceos,4,M,3.4327,7843.7195,-,-,1568.7439,-,4,103,153,74.4,-,-,
774,Abuso ou dependência de cocaína,1,M,0.5095,1164.2075,-,-,388.069166666667,-,2,28,41,10.38,-,-,
774,Abuso ou dependência de cocaína,2,M,0.517,1181.345,-,-,295.33625,-,3,31,45,9.26,-,-,
774,Abuso ou dependência de cocaína,3,M,1.0716,2448.606,-,-,1224.303,-,1,15,22,10.38,-,-,
774,Abuso ou dependência de cocaína,4,M,3.6102,8249.307,-,-,4124.6535,-,1,31,46,10.38,-,-,
775,Abuso ou dependência do álcool,1,M,0.5909,1350.2065,-,-,450.068833333333,-,2,38,56,12.68,-,-,
775,Abuso ou dependência do álcool,2,M,0.6488,1482.508,-,-,494.169333333333,-,2,38,56,11.78,-,-,
775,Abuso ou dependência do álcool,3,M,1.207,2757.995,-,-,689.49875,-,3,38,56,14.87,-,-,
775,Abuso ou dependência do álcool,4,M,3.687,8424.795,-,-,1404.1325,-,5,55,80,25.8,-,-,
776,Abuso ou dependência de outras drogas,1,M,0.6662,1522.267,-,-,380.56675,-,3,45,66,15.19,-,-,
776,Abuso ou dependência de outras drogas,2,M,0.8415,1922.8275,-,-,480.706875,-,3,45,66,14.63,-,-,
776,Abuso ou dependência de outras drogas,3,M,1.065,2433.525,-,-,608.38125,-,3,45,66,14.67,-,-,
776,Abuso ou dependência de outras drogas,4,M,2.1413,4892.8705,-,-,815.478416666667,-,5,47,68,18,-,-,
,,,,,,,,,,,,,,,,
GCD 21,"Traumatismos, Intoxicações e Efeitos Tóxicos de Drogas",,,,,,,,,,,,,,,
791,Procedimentos em BO por outras complicações do tratamento,1,C,0.8566,1957.331,0.8566,1957.331,-,-,1,17,25,6.91,1370.1317,1370.1317,
791,Procedimentos em BO por outras complicações do tratamento,2,C,1.5778,3605.273,1.5778,3605.273,-,-,1,39,58,12.61,3605.273,3605.273,
791,Procedimentos em BO por outras complicações do tratamento,3,C,3.1388,7172.158,3.1388,7172.158,-,-,1,51,75,21.19,7172.158,7172.158,
791,Procedimentos em BO por outras complicações do tratamento,4,C,9.6687,22092.9795,-,-,3155.1288588,16172.060994,7,67,97,38.23,22092.9795,-,
811,Reações alérgicas,1,M,0.2678,611.923,-,-,305.9615,-,1,7,10,2.72,-,-,
811,Reações alérgicas,2,M,0.4218,963.813,-,-,481.9065,-,1,10,15,3.7,-,-,
811,Reações alérgicas,3,M,0.983,2246.155,-,-,1123.0775,-,1,25,37,9.16,-,-,
811,Reações alérgicas,4,M,3.6752,8397.832,-,-,1679.5664,-,4,44,64,14.38,-,-,
812,Intoxicação por agentes terapêuticos,1,M,0.3196,730.286,-,-,365.143,-,1,10,15,4.08,-,-,
812,Intoxicação por agentes terapêuticos,2,M,0.5526,1262.691,-,-,631.3455,-,1,26,39,8.21,-,-,
812,Intoxicação por agentes terapêuticos,3,M,1.0143,2317.6755,-,-,772.5585,-,2,31,46,11.43,-,-,
812,Intoxicação por agentes terapêuticos,4,M,2.5865,5910.1525,-,-,1182.0305,-,4,46,67,16.99,-,-,
813,Outras complicações de tratamento,1,M,0.4093,935.2505,-,-,467.62525,-,1,17,25,6.17,-,-,
813,Outras complicações de tratamento,2,M,0.6299,1439.3215,-,-,719.66075,-,1,25,37,8.76,-,-,
813,Outras complicações de tratamento,3,M,1.2385,2829.9725,-,-,943.324166666667,-,2,43,64,13.61,-,-,
813,Outras complicações de tratamento,4,M,2.947,6733.895,-,-,1683.47375,-,3,51,75,21.62,-,-,
815,"Outros diagnósticos de lesões, intoxicações e efeitos tóxicos",1,M,0.438,1000.83,-,-,500.415,-,1,16,24,6.03,-,-,
815,"Outros diagnósticos de lesões, intoxicações e efeitos tóxicos",2,M,0.5112,1168.092,-,-,584.046,-,1,17,25,6.13,-,-,
815,"Outros diagnósticos de lesões, intoxicações e efeitos tóxicos",3,M,0.8393,1917.8005,-,-,958.90025,-,1,32,48,8.86,-,-,
815,"Outros diagnósticos de lesões, intoxicações e efeitos tóxicos",4,M,3.4981,7993.1585,-,-,2664.38616666667,-,2,45,67,16.62,-,-,
816,Efeitos tóxicos por substâncias não medicinais,1,M,0.5039,1151.4115,-,-,575.70575,-,1,19,28,5.42,-,-,
816,Efeitos tóxicos por substâncias não medicinais,2,M,0.7161,1636.2885,-,-,545.4295,-,2,38,56,10.17,-,-,
816,Efeitos tóxicos por substâncias não medicinais,3,M,1.2987,2967.5295,-,-,989.1765,-,2,43,64,13.98,-,-,
816,Efeitos tóxicos por substâncias não medicinais,4,M,3.5759,8170.9315,-,-,1634.1863,-,4,51,75,21.7,-,-,
,,,,,,,,,,,,,,,,
GCD 22,Queimaduras,,,,,,,,,,,,,,,
841,"Queimaduras extensas de 3º grau, com enxerto de pele",1,C,11.8174,27002.759,-,-,5398.82173264,19766.019588,5,35,50,15,27002.759,-,
841,"Queimaduras extensas de 3º grau, com enxerto de pele",2,C,13.1304,30002.964,-,-,9997.7841824,21962.169648,3,15,21,15,30002.964,-,
841,"Queimaduras extensas de 3º grau, com enxerto de pele",3,C,15.2849,34925.9965,-,-,5819.13465886667,25565.829438,6,66,96,38.2,34925.9965,-,
841,"Queimaduras extensas de 3º grau, com enxerto de pele",4,C,49.7365,113647.9025,-,-,9467.62461516667,83190.26463,12,82,117,52.53,113647.9025,-,
842,"Queimaduras da espessura total da pele, com enxerto de pele",1,C,2.6025,5946.7125,-,-,1486.2018675,4352.99355,4,48,70,18.14,5364.63852735277,-,
842,"Queimaduras da espessura total da pele, com enxerto de pele",2,C,4.0759,9313.4315,-,-,1551.74132353333,6817.431858,6,55,80,25.15,9313.4315,-,
842,"Queimaduras da espessura total da pele, com enxerto de pele",3,C,9.3606,21388.971,-,-,2672.7648801,15656.726772,8,68,98,39.62,21388.971,-,
842,"Queimaduras da espessura total da pele, com enxerto de pele",4,C,25.7035,58732.4975,-,-,4892.80687816667,42992.18817,12,83,119,54.5,58732.4975,-,
843,"Queimaduras extensas de 3º grau ou da espessura total da pele, sem enxerto de pele",1,M,0.9824,2244.784,-,-,748.261333333333,-,2,40,59,10.86,-,-,
843,"Queimaduras extensas de 3º grau ou da espessura total da pele, sem enxerto de pele",2,M,1.4409,3292.4565,-,-,1097.4855,-,2,45,67,15.76,-,-,
843,"Queimaduras extensas de 3º grau ou da espessura total da pele, sem enxerto de pele",3,M,2.0625,4712.8125,-,-,1570.9375,-,2,45,67,12.2,-,-,
843,"Queimaduras extensas de 3º grau ou da espessura total da pele, sem enxerto de pele",4,M,7.9826,18240.241,-,-,6080.08033333333,-,2,45,67,14.7,-,-,
844,Queimaduras da espessura parcial da pele com ou sem enxerto de pele,1,M,1.0054,2297.339,-,-,765.779666666667,-,2,30,44,9.28,-,-,
844,Queimaduras da espessura parcial da pele com ou sem enxerto de pele,2,M,1.808,4131.28,-,-,1032.82,-,3,45,66,15.74,-,-,
844,Queimaduras da espessura parcial da pele com ou sem enxerto de pele,3,M,3.4056,7781.796,-,-,1556.3592,-,4,47,69,17.96,-,-,
844,Queimaduras da espessura parcial da pele com ou sem enxerto de pele,4,M,13.3638,30536.283,-,-,3053.6283,-,9,68,98,38.43,-,-,
,,,,,,,,,,,,,,,,
GCD 23,Factores com Influência no Estado de Saúde e Outros Contactos com os Serviços de Saúde,,,,,,,,,,,,,,,
850,"Procedimentos com diagnóstico de reabilitação, continuação de cuidados e/ou outros contatos com os serviços de saúde",1,C,0.8542,1951.847,0.8542,1951.847,-,-,1,14,21,5.71,1366.2929,1366.2929,
850,"Procedimentos com diagnóstico de reabilitação, continuação de cuidados e/ou outros contatos com os serviços de saúde",2,C,1.151,2630.035,1.151,2630.035,-,-,1,28,42,10.43,2630.035,2630.035,
850,"Procedimentos com diagnóstico de reabilitação, continuação de cuidados e/ou outros contatos com os serviços de saúde",3,C,3.5003,7998.1855,3.5003,7998.1855,-,-,1,50,74,19.63,7998.1855,7998.1855,
850,"Procedimentos com diagnóstico de reabilitação, continuação de cuidados e/ou outros contatos com os serviços de saúde",4,C,9.9126,22650.291,-,-,2058.45772516364,16580.013012,11,77,110,43.79,22650.291,-,
860,Reabilitação,1,M,0.9538,2179.433,-,-,544.85825,-,3,35,51,14.6,-,-,
860,Reabilitação,2,M,2.0598,4706.643,-,-,784.4405,-,5,52,76,23.02,-,-,
860,Reabilitação,3,M,2.7407,6262.4995,-,-,626.24995,-,9,65,93,35.26,-,-,
860,Reabilitação,4,M,2.9343,6704.8755,-,-,670.48755,-,9,65,93,31.17,-,-,
861,"Sinais, sintomas e/ou outros fatores com influência no estado de saúde",1,M,0.2782,635.687,0.126363238512035,288.74,173.4735,-,1,10,15,3.31,635.687,288.74,
861,"Sinais, sintomas e/ou outros fatores com influência no estado de saúde",2,M,0.4699,1073.7215,0.126363238512035,288.74,392.49075,-,1,20,30,7.08,1073.7215,288.74,
861,"Sinais, sintomas e/ou outros fatores com influência no estado de saúde",3,M,0.9189,2099.6865,0.126363238512035,288.74,905.47325,-,1,39,58,13.81,2099.6865,288.74,
861,"Sinais, sintomas e/ou outros fatores com influência no estado de saúde",4,M,2.3343,5333.8755,-,-,1333.468875,-,3,45,66,16.52,5333.8755,-,
862,Outra continuação de cuidados e/ou convalescença,1,M,0.3619,826.9415,0.126363238512035,288.74,269.10075,-,1,19,28,5.92,1240.41225,288.74,
862,Outra continuação de cuidados e/ou convalescença,2,M,0.605,1382.425,0.126363238512035,288.74,546.8425,-,1,25,37,7.91,1382.425,288.74,
862,Outra continuação de cuidados e/ou convalescença,3,M,1.1515,2631.1775,0.126363238512035,288.74,1171.21875,-,1,43,64,13.74,2631.1775,288.74,
862,Outra continuação de cuidados e/ou convalescença,4,M,2.4052,5495.882,-,-,1099.1764,-,4,54,79,24.1,5495.882,-,
863,Continuação de cuidados pós natais,1,M,1.2166,2779.931,-,-,694.98275,-,3,44,65,14.31,-,-,
863,Continuação de cuidados pós natais,2,M,2.8282,6462.437,-,-,1292.4874,-,4,49,72,18.93,-,-,
863,Continuação de cuidados pós natais,3,M,5.2806,12066.171,-,-,1340.68566666667,-,8,57,82,27.64,-,-,
863,Continuação de cuidados pós natais,4,M,12.5393,28652.3005,-,-,2204.02311538462,-,12,67,95,37.25,-,-,
,,,,,,,,,,,,,,,,
GCD 24,Infeções pelo Vírus da Imunodeficiência Humana,,,,,,,,,,,,,,,
890,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias major de infecção pelo vírus da imunodeficiência humana,1,M,0.5674,1296.509,-,-,648.2545,-,1,28,42,5,-,-,
890,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias major de infecção pelo vírus da imunodeficiência humana,2,M,2.0238,4624.383,-,-,770.7305,-,5,54,79,24.6,-,-,
890,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias major de infecção pelo vírus da imunodeficiência humana,3,M,2.8806,6582.171,-,-,940.310142857143,-,6,60,87,31.03,-,-,
890,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias major de infecção pelo vírus da imunodeficiência humana,4,M,6.5541,14976.1185,-,-,1664.01316666667,-,8,65,94,35.23,-,-,
892,Infecção pelo vírus da imunodeficiência humana com patologias major de infecção pelo vírus da imunodeficiência humana,1,M,0.692,1581.22,-,-,395.305,-,3,50,74,19.65,-,-,
892,Infecção pelo vírus da imunodeficiência humana com patologias major de infecção pelo vírus da imunodeficiência humana,2,M,1.174,2682.59,-,-,670.6475,-,3,50,74,16.38,-,-,
892,Infecção pelo vírus da imunodeficiência humana com patologias major de infecção pelo vírus da imunodeficiência humana,3,M,1.7836,4075.526,-,-,815.1052,-,4,52,76,22.39,-,-,
892,Infecção pelo vírus da imunodeficiência humana com patologias major de infecção pelo vírus da imunodeficiência humana,4,M,3.2889,7515.1365,-,-,1073.59092857143,-,6,54,78,24.72,-,-,
893,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias significativas de infecção pelo vírus da imunodeficiência humana,1,M,1.224,2796.84,-,-,932.28,-,2,47,70,17.71,-,-,
893,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias significativas de infecção pelo vírus da imunodeficiência humana,2,M,1.3129,2999.9765,-,-,999.992166666667,-,2,47,70,16.89,-,-,
893,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias significativas de infecção pelo vírus da imunodeficiência humana,3,M,2.0643,4716.9255,-,-,943.3851,-,4,56,82,26.99,-,-,
893,Infecção pelo vírus da imunodeficiência humana com múltiplas patologias significativas de infecção pelo vírus da imunodeficiência humana,4,M,5.7201,13070.4285,-,-,1452.26983333333,-,8,65,94,36.17,-,-,
894,Infecção pelo vírus da imunodeficiência humana com patologias significativas de infecção pelo vírus da imunodeficiência humana ou sem patologia relacionada significativa,1,M,0.5227,1194.3695,-,-,597.18475,-,1,25,37,7.58,-,-,
894,Infecção pelo vírus da imunodeficiência humana com patologias significativas de infecção pelo vírus da imunodeficiência humana ou sem patologia relacionada significativa,2,M,0.8083,1846.9655,-,-,615.655166666667,-,2,29,43,10.73,-,-,
894,Infecção pelo vírus da imunodeficiência humana com patologias significativas de infecção pelo vírus da imunodeficiência humana ou sem patologia relacionada significativa,3,M,1.2627,2885.2695,-,-,721.317375,-,3,46,68,17.19,-,-,
894,Infecção pelo vírus da imunodeficiência humana com patologias significativas de infecção pelo vírus da imunodeficiência humana ou sem patologia relacionada significativa,4,M,2.5358,5794.303,-,-,1448.57575,-,3,47,69,17.83,-,-,
,,,,,,,,,,,,,,,,
GCD 25,Traumatismos Múltiplos Significativos,,,,,,,,,,,,,,,
910,Craniotomia por traumatismos múltiplos significativos,1,C,4.9454,11300.239,-,-,5648.3094836,8271.774948,2,25,37,23.26,11300.239,-,
910,Craniotomia por traumatismos múltiplos significativos,2,C,5.4949,12555.8465,-,-,3137.9560583,9190.879638,4,61,90,32.75,12555.8465,-,
910,Craniotomia por traumatismos múltiplos significativos,3,C,6.4071,14640.2235,-,-,2927.10670056,10716.643602,5,61,89,23.26,14640.2235,-,
910,Craniotomia por traumatismos múltiplos significativos,4,C,14.8779,33996.0015,-,-,5664.1851462,24885.073098,6,61,89,29.43,33996.0015,-,
911,Procedimentos extensos abdominais/torácicos por traumatismo múltiplo significativo,1,C,1.6757,3828.9745,-,-,3827.7478876,2802.809334,1,3,4,0,3828.9745,-,
911,Procedimentos extensos abdominais/torácicos por traumatismo múltiplo significativo,2,C,2.2484,5137.594,-,-,1711.98272373333,3760.718808,3,33,48,12.11,5137.594,-,
911,Procedimentos extensos abdominais/torácicos por traumatismo múltiplo significativo,3,C,3.9879,9112.3515,-,-,3036.4774524,6670.241298,3,47,69,18.57,9112.3515,-,
911,Procedimentos extensos abdominais/torácicos por traumatismo múltiplo significativo,4,C,11.9604,27329.514,-,-,4553.4598312,20005.204248,6,59,86,28.6,27329.514,-,
912,Procedimentos no aparelho musculo-esquelético e/ou outros por traumatismos múltiplos significativos,1,C,2.8703,6558.6355,-,-,1639.1336101,4800.921186,4,56,82,27.5,6558.6355,-,
912,Procedimentos no aparelho musculo-esquelético e/ou outros por traumatismos múltiplos significativos,2,C,2.9523,6746.0055,-,-,1685.9611041,4938.076026,4,56,82,20.21,6746.0055,-,
912,Procedimentos no aparelho musculo-esquelético e/ou outros por traumatismos múltiplos significativos,3,C,5.4747,12509.6895,-,-,2084.2803366,9157.092714,6,59,86,28.54,12509.6895,-,
912,Procedimentos no aparelho musculo-esquelético e/ou outros por traumatismos múltiplos significativos,4,C,13.4798,30801.343,-,-,3079.14757864,22546.583076,10,75,108,44.69,30801.343,-,
930,Traumatismos múltiplos significativos sem procedimento em BO,1,M,1.3179,3011.4015,-,-,1003.8005,-,2,27,40,10.47,-,-,
930,Traumatismos múltiplos significativos sem procedimento em BO,2,M,1.5304,3496.964,-,-,1165.65466666667,-,2,35,52,11.89,-,-,
930,Traumatismos múltiplos significativos sem procedimento em BO,3,M,2.7967,6390.4595,-,-,1278.0919,-,4,48,70,18.9,-,-,
930,Traumatismos múltiplos significativos sem procedimento em BO,4,M,6.8928,15750.048,-,-,2625.008,-,5,55,80,24.88,-,-,
,,,,,,,,,,,,,,,,
,Grupos com Procedimentos no Bloco Operatório Não Relacionados com o Diagnóstico Principal,,,,,,,,,,,,,,,
950,"Procedimentos extensos, não relacionados com o diagnóstico principal",1,C,1.1148,2547.318,1.1148,2547.318,-,-,1,17,25,6.44,2698.05959556813,2547.318,
950,"Procedimentos extensos, não relacionados com o diagnóstico principal",2,C,2.4216,5533.356,2.4216,5533.356,-,-,1,46,68,16.47,5533.356,5533.356,
950,"Procedimentos extensos, não relacionados com o diagnóstico principal",3,C,5.0679,11580.1515,-,-,1653.7773996,8476.670898,7,62,90,32.95,11580.1515,-,
950,"Procedimentos extensos, não relacionados com o diagnóstico principal",4,C,11.477,26224.945,-,-,2621.6543836,19196.65974,10,75,108,45.01,26224.945,-,
951,"Procedimentos moderadamente extensos, não relacionados com o diagnóstico principal",1,C,0.7386,1687.701,0.7386,1687.701,-,-,1,11,16,4.55,2531.5515,2025.2412,
951,"Procedimentos moderadamente extensos, não relacionados com o diagnóstico principal",2,C,1.7708,4046.278,1.7708,4046.278,-,-,1,44,65,14.62,4046.278,4046.278,
951,"Procedimentos moderadamente extensos, não relacionados com o diagnóstico principal",3,C,3.706,8468.21,3.706,8468.21,-,-,1,55,80,26.49,8468.21,8468.21,
951,"Procedimentos moderadamente extensos, não relacionados com o diagnóstico principal",4,C,8.1873,18707.9805,-,-,2337.74842455,13694.241726,8,72,104,42.59,18707.9805,-,
952,"Procedimentos não extensos, não relacionados com o diagnóstico principal",1,C,0.579,1323.015,0.579,1323.015,-,-,1,8,12,4.15,1468.68776001899,1202.93572801057,
952,"Procedimentos não extensos, não relacionados com o diagnóstico principal",2,C,1.382,3157.87,1.382,3157.87,-,-,1,43,64,13.18,3157.87,3157.87,
952,"Procedimentos não extensos, não relacionados com o diagnóstico principal",3,C,2.7917,6379.0345,2.7917,6379.0345,-,-,1,52,76,22.44,6379.0345,6379.0345,
952,"Procedimentos não extensos, não relacionados com o diagnóstico principal",4,C,6.5242,14907.797,-,-,1862.8776607,10912.507404,8,65,94,35.97,14907.797,-,
,,,,,,,,,,,,,,,,
,Grupos de Erro,,,,,,,,,,,,,,,
955,Diagnóstico principal não válido como diagnóstico de alta,0,-,0,-,-,-,,-,1,11,16,4.52,-,-,
956,Não agrupável,0,-,0,-,-,-,,-,1,30,45,10.66,-,-,
,,,,,,,,,,,,,,,,
,GCD - Grande Categoria de Diagnósticos,,,,,,,,,,,,,,,
,CC - Complicação ou co-morbilidade,,,,,,,,,,,,,,,
,C - Cirúrgico,,,,,,,,,,,,,,,
,M - Médico,,,,,,,,,,,,,,,
,"Peso relativo - coeficiente de ponderação que reflecte o preço de tratar um doente típico do respectivo GDH, expresso em termos relativos face ao preço base do doente médio nacional, que tem por definição um coeficiente de ponderação de 1,0",,,,,,,,,,,,,,,
,"Demora Média Pura- corresponde à demora média de todos os episódios da Base de dados central de GDH (2012 e 2013), que serviram de base ao calculo dos limiares de exceção.",,,,,,,,,,,,,,,
,* No caso do ambulatório apenas estão contemplados os procedimentos de radiocirurgia,,,,,,,,,,,,,,,
